2.936527	2.939268	2.924947	2.941208	2.959348
9.431825	10.066049	9.276248	9.410091	9.508765
4.147768	6.697587	4.979341	9.567479	9.493497
5.082343	4.332432	5.261997	5.315678	5.470299
4.188715	11.042515	9.55765	7.767295	4.124088
6.937371	4.22529	5.8401	11.844276	12.51531
4.277048	6.216299	4.379122	4.311764	5.719656
3.813272	10.374294	5.419065	5.897816	3.885667
5.611871	5.920194	4.253038	6.733726	6.71941
7.632903	5.008125	5.070604	7.448921	9.111393
14.241223	5.043736	4.334242	4.464564	4.870283
5.914161	7.38085	5.407122	4.244018	11.557403
5.496998	4.020729	4.958912	3.761562	7.469683
4.486622	4.744266	6.865715	7.53479	12.707096
11.076701	10.068598	4.891292	7.73186	4.066854
4.790205	6.935532	6.810411	3.528962	5.931451
6.396372	6.252451	3.809984	4.288155	4.083077
6.728627	4.547335	8.324614	5.096255	6.010638
6.116512	5.988918	4.941483	10.24998	5.506878
8.163132	3.832436	3.219512	5.712707	5.855529
4.126441	9.437422	4.945392	5.26727	4.062683
2.802531	8.378702	6.915631	8.201114	3.649206
6.427858	3.496532	4.096347	8.794589	6.592624
4.541638	6.1125	13.433517	5.87731	10.826501
4.056313	4.586501	4.682153	3.899684	9.470354
3.389811	6.022953	4.131851	5.189078	4.969827
12.808241	3.418451	4.61343	4.954511	3.150545
3.705474	3.453287	4.323656	4.549295	4.595272
7.356511	3.621679	9.677425	8.501029	9.635729
8.52529	4.462813	3.806832	3.235344	7.617788
7.332196	6.223907	3.247447	4.838247	3.327522
5.667913	4.513837	5.874925	7.432811	4.254378
12.130991	3.018379	10.2813	4.988449	7.079708
14.056123	5.570121	3.399201	5.101328	3.593632
5.314871	3.220722	12.919628	3.387802	4.662984
3.407931	3.300662	12.910599	3.865768	9.643043
5.743879	4.23407	2.790125	3.7125	4.075678
2.336858	4.375646	9.442186	4.433565	6.41063
5.343036	4.737971	5.196536	2.862397	4.341086
12.112017	3.858441	3.425751	3.899702	3.687214
4.609159	3.747767	3.644184	2.628687	10.193432
3.929668	3.018979	4.991179	4.680289	3.683958
3.806875	6.998719	2.833404	3.336827	7.7585
3.298191	4.940964	5.975167	8.186255	7.03722
2.980222	3.623132	2.859581	4.083242	3.294686
2.899188	6.290909	4.540819	4.569728	7.626437
4.224358	2.697636	3.940042	3.882264	6.553395
5.099484	4.983929	5.843125	8.092019	8.384538
7.730777	4.918524	3.718903	3.030293	2.706198
3.437336	4.573827	3.661057	6.153131	4.124385
8.556072	4.488737	2.637419	3.527086	7.190224
3.221746	10.473779	3.482669	3.696401	5.716179
4.414477	2.303969	9.442878	2.38518	5.340401
4.411249	4.053652	3.011977	2.314921	3.375942
5.991701	4.605577	7.407758	7.977265	3.475438
5.38088	2.290927	4.125905	3.728709	2.648876
3.871626	2.642622	3.469335	5.004164	4.588711
2.734199	4.050985	2.614894	3.184926	2.386678
4.221041	4.207277	2.61247	3.461535	3.306008
3.218715	5.276717	2.466626	2.271934	2.870341
